/mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa /mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
12593083	12593311	13851445	13851216	229	230	90.87	30427671	30427671	0.00	0.00	1	1
12593747	12594546	13687770	13686979	800	792	83.93	30427671	30427671	0.00	0.00	1	1
12596080	12596522	12385794	12385361	443	434	96.39	30427671	30427671	0.00	0.00	1	1
12598007	12599182	12385177	12384062	1176	1116	86.05	30427671	30427671	0.00	0.00	1	1
12599215	12601248	12384064	12382011	2034	2054	87.04	30427671	30427671	0.01	0.01	1	1
12601677	12601908	12381567	12381334	232	234	90.21	30427671	30427671	0.00	0.00	1	1
12602290	12602556	12380598	12380322	267	277	83.57	30427671	30427671	0.00	0.00	1	1
12602920	12603501	10135167	10134643	582	525	77.52	30427671	30427671	0.00	0.00	1	1
12602920	12603517	12387329	12386767	598	563	85.36	30427671	30427671	0.00	0.00	1	1
12614787	12615097	11958945	11958633	311	313	92.65	30427671	30427671	0.00	0.00	1	1
12614795	12615097	19404561	19404259	303	303	91.45	30427671	30427671	0.00	0.00	1	1
12615857	12617079	12529204	12527966	1223	1239	82.18	30427671	30427671	0.00	0.00	1	1
12618481	12618639	19237386	19237229	159	158	93.71	30427671	30427671	0.00	0.00	1	1
12618634	12619524	11670249	11669357	891	893	93.96	30427671	30427671	0.00	0.00	1	1
12618641	12619524	9418943	9418063	884	881	94.58	30427671	30427671	0.00	0.00	1	1
12618641	12619524	20167552	20166671	884	882	98.76	30427671	30427671	0.00	0.00	1	1
12619043	12619539	20560081	20559585	497	497	92.37	30427671	30427671	0.00	0.00	1	1
12621870	12621992	12636899	12636778	123	122	94.31	30427671	30427671	0.00	0.00	1	1
12623021	12623428	12626456	12626044	408	413	88.84	30427671	30427671	0.00	0.00	1	1
12626044	12626456	12623428	12623021	413	408	88.84	30427671	30427671	0.00	0.00	1	1
12626044	12626456	12640273	12639860	413	414	91.83	30427671	30427671	0.00	0.00	1	1
12626603	12627165	15768349	15767783	563	567	85.19	30427671	30427671	0.00	0.00	1	1
12628197	12629170	12018288	12017324	974	965	91.59	30427671	30427671	0.00	0.00	1	1
12629547	12630046	12016968	12016464	500	505	89.19	30427671	30427671	0.00	0.00	1	1
12634984	12636295	13603020	13601719	1312	1302	81.95	30427671	30427671	0.00	0.00	1	1
12636357	12636693	16422340	16422011	337	330	84.84	30427671	30427671	0.00	0.00	1	1
12636778	12636899	12621992	12621870	122	123	94.31	30427671	30427671	0.00	0.00	1	1
12639860	12640273	12626456	12626044	414	413	91.83	30427671	30427671	0.00	0.00	1	1
12651410	12651614	17825358	17825152	205	207	86.54	30427671	30427671	0.00	0.00	1	1
12657163	12658735	10896861	10895277	1573	1585	84.93	30427671	30427671	0.01	0.01	1	1
12664515	12666578	15307433	15305414	2064	2020	87.32	30427671	30427671	0.01	0.01	1	1
12664515	12666578	15405515	15403496	2064	2020	87.32	30427671	30427671	0.01	0.01	1	1
12666652	12667713	15305501	15304430	1062	1072	85.54	30427671	30427671	0.00	0.00	1	1
12666652	12667713	15403583	15402512	1062	1072	85.54	30427671	30427671	0.00	0.00	1	1
12668484	12669619	15304427	15303330	1136	1098	86.08	30427671	30427671	0.00	0.00	1	1
12668484	12669619	15402509	15401412	1136	1098	86.08	30427671	30427671	0.00	0.00	1	1
12670116	12673572	15164664	15161188	3457	3477	84.94	30427671	30427671	0.01	0.01	1	1
12670116	12673249	15284219	15281079	3134	3141	85.28	30427671	30427671	0.01	0.01	1	1
12670116	12671136	15302163	15301144	1021	1020	90.60	30427671	30427671	0.00	0.00	1	1
12670116	12673249	15382323	15379183	3134	3141	85.28	30427671	30427671	0.01	0.01	1	1
12670116	12671136	15400245	15399226	1021	1020	90.60	30427671	30427671	0.00	0.00	1	1
12672507	12673403	15301149	15300274	897	876	87.11	30427671	30427671	0.00	0.00	1	1
12672507	12673403	15399231	15398356	897	876	87.11	30427671	30427671	0.00	0.00	1	1
12673167	12673974	15308043	15307235	808	809	85.51	30427671	30427671	0.00	0.00	1	1
12673167	12673974	15406125	15405317	808	809	85.51	30427671	30427671	0.00	0.00	1	1
12673168	12673665	14674642	14674140	498	503	84.39	30427671	30427671	0.00	0.00	1	1
12673168	12673665	14830590	14830088	498	503	84.39	30427671	30427671	0.00	0.00	1	1
12679988	12680165	13818774	13818605	178	170	93.26	30427671	30427671	0.00	0.00	1	1
12679988	12680165	13823720	13823551	178	170	93.26	30427671	30427671	0.00	0.00	1	1
12691376	12692513	7393401	7392265	1138	1137	96.41	30427671	30427671	0.00	0.00	1	1
12700969	12701277	14060903	14060595	309	309	92.23	30427671	30427671	0.00	0.00	1	1
12701300	12702148	14039090	14038249	849	842	86.73	30427671	30427671	0.00	0.00	1	1
12702216	12702763	12131741	12131181	548	561	87.19	30427671	30427671	0.00	0.00	1	1
12713487	12721010	9691258	9683718	7524	7541	98.57	30427671	30427671	0.02	0.02	1	1
12721590	12728541	9683652	9676658	6952	6995	96.75	30427671	30427671	0.02	0.02	1	1
12721590	12721821	9683718	9683486	232	233	90.13	30427671	30427671	0.00	0.00	1	1
12721654	12721821	9683720	9683552	168	169	93.49	30427671	30427671	0.00	0.00	1	1
12729106	12729324	12742378	12742160	219	219	89.55	30427671	30427671	0.00	0.00	1	1
12730267	12731169	13904973	13904080	903	894	94.36	30427671	30427671	0.00	0.00	1	1
12731170	12731386	13903909	13903694	217	216	96.31	30427671	30427671	0.00	0.00	1	1
12731619	12733352	1443235	1441507	1734	1729	94.49	30427671	30427671	0.01	0.01	1	1
12731638	12733346	13903702	13901991	1709	1712	94.88	30427671	30427671	0.01	0.01	1	1
12733377	12733683	12593385	12593081	307	305	92.51	30427671	30427671	0.00	0.00	1	1
12733452	12734240	23296919	23296130	789	790	93.04	30427671	30427671	0.00	0.00	1	1
12733901	12734553	12593262	12592610	653	653	93.76	30427671	30427671	0.00	0.00	1	1
12740050	12741362	14120665	14119342	1313	1324	89.18	30427671	30427671	0.00	0.00	1	1
12741389	12741551	14119161	14118997	163	165	92.12	30427671	30427671	0.00	0.00	1	1
12741950	12742152	13223498	13223299	203	200	90.64	30427671	30427671	0.00	0.00	1	1
12742160	12742378	12729324	12729106	219	219	89.55	30427671	30427671	0.00	0.00	1	1
12760398	12761574	19809287	19808117	1177	1171	87.88	30427671	30427671	0.00	0.00	1	1
12809712	12810030	11522949	11522631	319	319	89.38	30427671	30427671	0.00	0.00	1	1
12809714	12810030	14012812	14012496	317	317	91.19	30427671	30427671	0.00	0.00	1	1
12813587	12813933	13236260	13235921	347	340	87.15	30427671	30427671	0.00	0.00	1	1
12813589	12813753	13230952	13230788	165	165	93.33	30427671	30427671	0.00	0.00	1	1
12813589	12813933	15615955	15615601	345	355	91.83	30427671	30427671	0.00	0.00	1	1
12813591	12813919	15610587	15610250	329	338	91.72	30427671	30427671	0.00	0.00	1	1
12813638	12813920	13230867	13230574	283	294	90.82	30427671	30427671	0.00	0.00	1	1
12813938	12815687	13233335	13231589	1750	1747	96.97	30427671	30427671	0.01	0.01	1	1
12813938	12815687	15612971	15611225	1750	1747	96.12	30427671	30427671	0.01	0.01	1	1
12814052	12814869	13994017	13993196	818	822	88.80	30427671	30427671	0.00	0.00	1	1
12814869	12815691	13993087	13992263	823	825	90.84	30427671	30427671	0.00	0.00	1	1
12815689	12816319	13231418	13230788	631	631	94.77	30427671	30427671	0.00	0.00	1	1
12815689	12816476	15611054	15610250	788	805	92.08	30427671	30427671	0.00	0.00	1	1
12815692	12816157	13992109	13991646	466	464	86.91	30427671	30427671	0.00	0.00	1	1
12816154	12816477	15615956	15615614	324	343	87.79	30427671	30427671	0.00	0.00	1	1
12818271	12818937	19380749	19380119	667	631	87.52	30427671	30427671	0.00	0.00	1	1
12818924	12819012	19379933	19379845	89	89	100.00	30427671	30427671	0.00	0.00	1	1
12819091	12820347	19379471	19378174	1257	1298	95.69	30427671	30427671	0.00	0.00	1	1
12820501	12824184	8797988	8794373	3684	3616	97.31	30427671	30427671	0.01	0.01	1	1
12823748	12823938	8798177	8797987	191	191	97.91	30427671	30427671	0.00	0.00	1	1
12824314	12824742	8795170	8794743	429	428	97.20	30427671	30427671	0.00	0.00	1	1
12830306	12831036	8792326	8791596	731	731	99.04	30427671	30427671	0.00	0.00	1	1
12830306	12831821	16948263	16946757	1516	1507	95.85	30427671	30427671	0.00	0.00	1	1
12830395	12831818	15862561	15861162	1424	1400	88.01	30427671	30427671	0.00	0.00	1	1
12830788	12831622	8794372	8793538	835	835	99.16	30427671	30427671	0.00	0.00	1	1
12831821	12832138	16946647	16946331	318	317	93.71	30427671	30427671	0.00	0.00	1	1
12832136	12833080	8793507	8792545	945	963	92.13	30427671	30427671	0.00	0.00	1	1
12836079	12839582	19378163	19374634	3504	3530	97.65	30427671	30427671	0.01	0.01	1	1
12838430	12839592	8791406	8790231	1163	1176	97.54	30427671	30427671	0.00	0.00	1	1
12841753	12841917	12412115	12411952	165	164	90.91	30427671	30427671	0.00	0.00	1	1
12855166	12855858	22450871	22450176	693	696	88.53	30427671	30427671	0.00	0.00	1	1
12855178	12855995	19085922	19085097	818	826	93.00	30427671	30427671	0.00	0.00	1	1
12862240	12863033	15880071	15879275	794	797	91.89	30427671	30427671	0.00	0.00	1	1
12866772	12867039	15984631	15984374	268	258	84.81	30427671	30427671	0.00	0.00	1	1
12874744	12875424	13571356	13570679	681	678	86.96	30427671	30427671	0.00	0.00	1	1
12876014	12876928	3414464	3413553	915	912	93.68	30427671	30427671	0.00	0.00	1	1
12876014	12876772	7036908	7036148	759	761	94.09	30427671	30427671	0.00	0.00	1	1
12876014	12876772	9817893	9817151	759	743	93.03	30427671	30427671	0.00	0.00	1	1
12876014	12876770	11701347	11700598	757	750	94.21	30427671	30427671	0.00	0.00	1	1
12876014	12876772	15940795	15940051	759	745	94.07	30427671	30427671	0.00	0.00	1	1
12876014	12876772	16905481	16904733	759	749	93.69	30427671	30427671	0.00	0.00	1	1
12876014	12876772	17901563	17900819	759	745	92.13	30427671	30427671	0.00	0.00	1	1
12876014	12876423	23876887	23876482	410	406	93.66	30427671	30427671	0.00	0.00	1	1
12906178	12907856	23297257	23295659	1679	1599	93.33	30427671	30427671	0.01	0.01	1	1
12907622	12907719	16868508	16868411	98	98	98.98	30427671	30427671	0.00	0.00	1	1
12927190	12930864	12559365	12555695	3675	3671	91.65	30427671	30427671	0.01	0.01	1	1
12927190	12930928	13111965	13108228	3739	3738	91.28	30427671	30427671	0.01	0.01	1	1
12927193	12931751	12581088	12576518	4559	4571	94.54	30427671	30427671	0.01	0.02	1	1
12931481	12931788	12555040	12554734	308	307	91.64	30427671	30427671	0.00	0.00	1	1
12931481	12931788	13107285	13106978	308	308	92.58	30427671	30427671	0.00	0.00	1	1
12942520	12942856	17201917	17201576	337	342	88.05	30427671	30427671	0.00	0.00	1	1
12942520	12942846	19389883	19389558	327	326	86.24	30427671	30427671	0.00	0.00	1	1
12942846	12943832	11310308	11309247	987	1062	77.41	30427671	30427671	0.00	0.00	1	1
12943847	12946247	11309351	11306941	2401	2411	95.61	30427671	30427671	0.01	0.01	1	1
12946241	12947011	11303050	11302262	771	789	90.55	30427671	30427671	0.00	0.00	1	1
12950160	12951173	13742877	13741876	1014	1002	88.88	30427671	30427671	0.00	0.00	1	1
12950172	12951173	16750796	16749778	1002	1019	88.93	30427671	30427671	0.00	0.00	1	1
12950303	12951173	14598262	14597377	871	886	89.59	30427671	30427671	0.00	0.00	1	1
12952437	12953610	16743892	16742729	1174	1164	84.38	30427671	30427671	0.00	0.00	1	1
12952443	12953388	13736185	13735259	946	927	83.53	30427671	30427671	0.00	0.00	1	1
12976139	12976612	785406	784928	474	479	89.17	30427671	30427671	0.00	0.00	1	1
12981194	12982089	9244704	9243804	896	901	84.41	30427671	30427671	0.00	0.00	1	1
12982509	12983003	9243412	9242913	495	500	87.85	30427671	30427671	0.00	0.00	1	1
12982594	12982758	12989939	12989775	165	165	94.55	30427671	30427671	0.00	0.00	1	1
12983162	12984650	9242860	9241372	1489	1489	84.69	30427671	30427671	0.00	0.00	1	1
12987518	12987873	12077068	12076719	356	350	94.12	30427671	30427671	0.00	0.00	1	1
12989775	12989939	12982758	12982594	165	165	94.55	30427671	30427671	0.00	0.00	1	1
12992996	12993596	5531892	5531295	601	598	96.17	30427671	30427671	0.00	0.00	1	1
12992996	12993599	17606135	17605546	604	590	88.96	30427671	30427671	0.00	0.00	1	1
12994395	12994585	11782219	11782029	191	191	85.43	30427671	30427671	0.00	0.00	1	1
12995241	12995548	17369310	17369003	308	308	93.55	30427671	30427671	0.00	0.00	1	1
12995549	12995979	11782032	11781602	431	431	86.20	30427671	30427671	0.00	0.00	1	1
12997167	12997321	11780996	11780843	155	154	96.13	30427671	30427671	0.00	0.00	1	1
12997740	12997919	11780827	11780647	180	181	96.69	30427671	30427671	0.00	0.00	1	1
12997924	12999054	11780281	11779144	1131	1138	90.25	30427671	30427671	0.00	0.00	1	1
12999073	12999701	11778688	11778080	629	609	89.01	30427671	30427671	0.00	0.00	1	1
12999514	13000085	11778095	11777492	572	604	89.62	30427671	30427671	0.00	0.00	1	1
13007415	13007742	17474464	17474136	328	329	85.11	30427671	30427671	0.00	0.00	1	1
13007832	13008087	13722784	13722525	256	260	87.92	30427671	30427671	0.00	0.00	1	1
13008316	13008735	11777163	11776702	420	462	84.80	30427671	30427671	0.00	0.00	1	1
13014647	13015083	11776653	11776211	437	443	94.58	30427671	30427671	0.00	0.00	1	1
13015844	13016635	19064599	19063792	792	808	94.81	30427671	30427671	0.00	0.00	1	1
13015846	13016830	16327308	16326318	985	991	91.95	30427671	30427671	0.00	0.00	1	1
13015848	13016965	3414843	3413713	1118	1131	91.94	30427671	30427671	0.00	0.00	1	1
13015849	13017571	16905866	16904115	1723	1752	93.16	30427671	30427671	0.01	0.01	1	1
13015850	13016965	11701728	11700598	1116	1131	93.74	30427671	30427671	0.00	0.00	1	1
13015850	13017237	15941179	15939781	1388	1399	94.45	30427671	30427671	0.00	0.00	1	1
13015851	13016830	12365992	12365009	980	984	92.69	30427671	30427671	0.00	0.00	1	1
13015851	13017395	18792864	18791324	1545	1541	92.65	30427671	30427671	0.01	0.01	1	1
13015851	13017571	22452005	22450268	1721	1738	96.10	30427671	30427671	0.01	0.01	1	1
13015876	13017571	8116817	8115106	1696	1712	94.75	30427671	30427671	0.01	0.01	1	1
13016803	13017571	19063764	19062995	769	770	95.85	30427671	30427671	0.00	0.00	1	1
13024017	13024154	13103806	13103670	138	137	92.09	30427671	30427671	0.00	0.00	1	1
13027756	13028792	17838922	17837898	1037	1025	89.19	30427671	30427671	0.00	0.00	1	1
13028430	13028792	12996335	12995979	363	357	85.83	30427671	30427671	0.00	0.00	1	1
13050508	13051155	13067548	13066901	648	648	88.96	30427671	30427671	0.00	0.00	1	1
13057076	13057181	28581958	28581854	106	105	93.40	30427671	30427671	0.00	0.00	1	1
13057687	13058113	13905614	13905201	427	414	82.68	30427671	30427671	0.00	0.00	1	1
13058815	13060901	26171488	26169390	2087	2099	93.71	30427671	30427671	0.01	0.01	1	1
13058823	13060248	501372	499964	1426	1409	93.85	30427671	30427671	0.00	0.00	1	1
13058823	13060634	11737393	11735587	1812	1807	92.54	30427671	30427671	0.01	0.01	1	1
13058823	13060158	12330053	12328721	1336	1333	95.67	30427671	30427671	0.00	0.00	1	1
13058823	13060896	19995734	19993681	2074	2054	93.66	30427671	30427671	0.01	0.01	1	1
13058823	13060158	22994060	22992728	1336	1333	95.45	30427671	30427671	0.00	0.00	1	1
13058823	13060158	30253107	30251774	1336	1334	95.82	30427671	30427671	0.00	0.00	1	1
13059160	13060897	13017571	13015850	1738	1722	93.82	30427671	30427671	0.01	0.01	1	1
13066901	13067548	13051155	13050508	648	648	88.96	30427671	30427671	0.00	0.00	1	1
13075749	13076066	9854513	9854200	318	314	91.19	30427671	30427671	0.00	0.00	1	1
13076281	13076550	9853812	9853551	270	262	90.74	30427671	30427671	0.00	0.00	1	1
13081029	13081320	12564410	12564119	292	292	88.44	30427671	30427671	0.00	0.00	1	1
13081052	13081402	12581900	12581574	351	327	86.89	30427671	30427671	0.00	0.00	1	1
13081393	13081903	12560308	12559763	511	546	88.10	30427671	30427671	0.00	0.00	1	1
13082095	13086170	12559780	12555695	4076	4086	90.87	30427671	30427671	0.01	0.01	1	1
13082095	13086671	12581511	12576883	4577	4629	94.46	30427671	30427671	0.02	0.02	1	1
13082095	13086667	13112385	13107733	4573	4653	89.37	30427671	30427671	0.02	0.02	1	1
13086756	13087113	13107285	13106924	358	362	91.18	30427671	30427671	0.00	0.00	1	1
13087384	13088085	16259815	16259109	702	707	89.22	30427671	30427671	0.00	0.00	1	1
13087388	13088283	8277453	8276583	896	871	90.27	30427671	30427671	0.00	0.00	1	1
13087708	13088283	16259319	16258745	576	575	90.66	30427671	30427671	0.00	0.00	1	1
13089994	13090521	13434310	13433811	528	500	85.56	30427671	30427671	0.00	0.00	1	1
13098910	13102127	16373824	16370607	3218	3218	82.51	30427671	30427671	0.01	0.01	1	1
13102831	13102936	9175810	9175705	106	106	100.00	30427671	30427671	0.00	0.00	1	1
13103670	13103806	13024154	13024017	137	138	92.09	30427671	30427671	0.00	0.00	1	1
13103972	13104320	17193946	17193607	349	340	81.16	30427671	30427671	0.00	0.00	1	1
13106978	13107285	12931788	12931481	308	308	92.58	30427671	30427671	0.00	0.00	1	1
13107602	13108952	12512554	12511200	1351	1355	88.04	30427671	30427671	0.00	0.00	1	1
13108112	13110704	16674470	16671893	2593	2578	91.13	30427671	30427671	0.01	0.01	1	1
13108228	13111965	12930928	12927190	3738	3739	91.28	30427671	30427671	0.01	0.01	1	1
13108228	13112385	13086235	13082095	4158	4141	91.26	30427671	30427671	0.01	0.01	1	1
13109041	13112413	12511200	12507811	3373	3390	90.71	30427671	30427671	0.01	0.01	1	1
13111498	13112438	16671878	16670944	941	935	88.98	30427671	30427671	0.00	0.00	1	1
13126821	13127310	23068457	23067977	490	481	85.31	30427671	30427671	0.00	0.00	1	1
13131739	13134952	13742868	13739670	3214	3199	92.46	30427671	30427671	0.01	0.01	1	1
13131739	13134952	18854549	18851352	3214	3198	92.06	30427671	30427671	0.01	0.01	1	1
13131742	13135436	16750796	16747119	3695	3678	91.43	30427671	30427671	0.01	0.01	1	1
13131754	13134005	14598390	14596122	2252	2269	90.78	30427671	30427671	0.01	0.01	1	1
13137912	13138460	13736818	13736259	549	560	87.88	30427671	30427671	0.00	0.00	1	1
13137912	13138460	18848517	18847958	549	560	87.90	30427671	30427671	0.00	0.00	1	1
13138130	13138460	16744305	16743977	331	329	93.05	30427671	30427671	0.00	0.00	1	1
13151877	13152923	10915976	10914999	1047	978	87.21	30427671	30427671	0.00	0.00	1	1
13151880	13152487	56576	55966	608	611	88.64	30427671	30427671	0.00	0.00	1	1
13152201	13152923	17267768	17267055	723	714	84.80	30427671	30427671	0.00	0.00	1	1
13152217	13152924	6743669	6742978	708	692	84.90	30427671	30427671	0.00	0.00	1	1
13152622	13152920	55964	55679	299	286	87.71	30427671	30427671	0.00	0.00	1	1
13155934	13156254	28522693	28522375	321	319	90.80	30427671	30427671	0.00	0.00	1	1
13162742	13162865	11720664	11720539	124	126	90.48	30427671	30427671	0.00	0.00	1	1
13166269	13167297	24832635	24831632	1029	1004	90.21	30427671	30427671	0.00	0.00	1	1
13166269	13166957	25099039	25098358	689	682	88.84	30427671	30427671	0.00	0.00	1	1
13166272	13166968	7986420	7985708	697	713	86.21	30427671	30427671	0.00	0.00	1	1
13166532	13167298	25098669	25097904	767	766	92.31	30427671	30427671	0.00	0.00	1	1
13166538	13166773	25098467	25098233	236	235	89.45	30427671	30427671	0.00	0.00	1	1
13166590	13167294	13088087	13087388	705	700	89.97	30427671	30427671	0.00	0.00	1	1
13180612	13181115	13187277	13186848	504	430	84.55	30427671	30427671	0.00	0.00	1	1
13186474	13186793	13187278	13186958	320	321	98.44	30427671	30427671	0.00	0.00	1	1
13186848	13187277	13181115	13180612	430	504	84.16	30427671	30427671	0.00	0.00	1	1
13186958	13187278	13186793	13186474	321	320	98.44	30427671	30427671	0.00	0.00	1	1
13190660	13192359	7354636	7352930	1700	1707	96.02	30427671	30427671	0.01	0.01	1	1
13201353	13993095	13201353	13993095	791743	791743	100.00	30427671	30427671	2.60	2.60	1	1
13212873	13213084	15664949	15664737	212	213	93.90	30427671	30427671	0.00	0.00	1	1
13212873	13213084	15676153	15675941	212	213	94.84	30427671	30427671	0.00	0.00	1	1
13213947	13214182	13371704	13371469	236	236	85.42	30427671	30427671	0.00	0.00	1	1
13219920	13220614	3547710	3547002	695	709	87.66	30427671	30427671	0.00	0.00	1	1
13219920	13220617	12995482	12994771	698	712	87.59	30427671	30427671	0.00	0.00	1	1
13219920	13220617	14031664	14030985	698	680	85.96	30427671	30427671	0.00	0.00	1	1
13219920	13220614	27429378	27428685	695	694	88.35	30427671	30427671	0.00	0.00	1	1
13223299	13223498	12742152	12741950	200	203	90.64	30427671	30427671	0.00	0.00	1	1
13230574	13230867	12813920	12813638	294	283	90.82	30427671	30427671	0.00	0.00	1	1
